frac,inteiras,filename,nodes,lb,ub,root,time,status,heuristica,valor
"rand0-4-15-15-30-3,dssp",1,-29,-29,-29,"180,000107",10,-29,VNS,0,
"rand0-4-15-15-30-4,dssp",1,-29,-29,-29,"180,000108",10,-29,VNS,0,
"rand0-4-15-15-30-5,dssp",1,-29,-29,-29,"180,000109",10,-29,VNS,0,
"rand0-4-20-20-40-1,dssp",1,"-36,079284",1E+020,"-36,079284","180,000113",2,-35,VNS,"-1,079284",
"rand0-4-20-20-40-2,dssp",1,-37,-37,-37,"180,000119",10,-37,VNS,0,
"rand0-4-20-20-40-3,dssp",1,-38,-38,-38,"180,000121",10,-38,VNS,0,
"rand0-4-20-20-40-4,dssp",1,-39,-39,-39,"180,000105",10,-39,VNS,0,
"rand0-4-20-20-40-5,dssp",1,-39,-39,-39,"180,000108",10,-39,VNS,0,
"rand0-4-25-25-50-1,dssp",1,-44,1E+020,-44,"180,000118",2,-44,VNS,0,
"rand0-4-25-25-50-2,dssp",1,"-47,320877",1E+020,"-47,320877","180,000109",2,-47,VNS,"-0,320877",
"rand0-4-25-25-50-3,dssp",1,-48,-48,-48,"180,000105",10,-48,VNS,0,
"rand0-4-25-25-50-4,dssp",1,-48,-48,-48,"180,00011",10,-48,VNS,0,
"rand0-4-25-25-50-5,dssp",1,"-48,95",1E+020,"-48,95","180,00012",2,-48,VNS,"-0,95",
"rand0-4-5-5-10-1,dssp",1,-9,-9,-9,"180,000104",10,-9,VNS,0,
"rand0-4-5-5-10-2,dssp",1,-10,-10,-10,"180,000108",10,-10,VNS,0,
"rand0-4-5-5-10-3,dssp",1,-10,-10,-10,"180,000104",10,-10,VNS,0,
"rand0-4-5-5-10-4,dssp",1,-10,-10,-10,"180,000108",10,-10,VNS,0,
"rand0-4-5-5-10-5,dssp",1,-10,-10,-10,"180,000108",10,-10,VNS,0,
,,,,,,,,,"-0,0846688133",
,,,,,,,,,"0,2758930317",
